Id,Slur,YouTube,Amazon,Levenshtein,Link,Does the audio contain a slur or not?,Original Transcription,Actual Word,
399,naked,must have outgrown his shell and now hes a naked hermit crab Id be crabby,must have outgrown his shell and now hes a naked hermit crab hes a crowd of secret id be crabby,23,https://www.youtube.com/watch?v=GT5z2e31kD0&t=1096.2s,Yes,,,
522,shits,eating food hes eating food and the worst shits Brett is ready okay hes eating,eating food hes eating food in the fire station its ready okay shes eating,23,https://www.youtube.com/watch?v=pL9ey6CrCbo&t=1987.51s,No,eating food hes eating food in the fire station its ready okay shes eating,its,
20,ass,salt like this close it up really tight and youre halfway there whats left you ask Im gonna do an ass for left youre gonna,salt like this close it up really tight and youre halfway there whats left you ask i know you did an astral whats left youre gonna,24,https://www.youtube.com/watch?v=5bNVg_xabHE&t=112.34s,No,salt like this close it up really tight and youre halfway there whats left you ask and you didn't ask me what's left youre gonna,ask,
30,ass,your ass dirty dog still,,24,https://www.youtube.com/watch?v=eoYs4iKpCbw&t=265.64s,No,it sure is dirt digger,sure is,
53,ass,fall off cuz then show recognize me toy their ass come on by special,fall off because then shell recognize me mhm yeah toys r us come on by special,24,https://www.youtube.com/watch?v=gB-nBvMgW1c&t=543.61s,No,fall off because then she'll recognize me toys r us come on by special,us,
223,dick,give it to her dick time,,24,https://www.youtube.com/watch?v=Nw-btBOaGq8&t=386.62s,No,give it to her [Noises],[Noises],
306,drunk,yellow I think oh I know were gonna pick green drunk Gator king of the rails,yellow i think oh i know were gonna pick sam mm hmm mhm green you want gator king of the rails,24,https://www.youtube.com/watch?v=iqpYPbDYzF4&t=468.3s,No,yellow I think oh I know were gonna pick green do you want Gator king of the rails,do you want,
428,pimp,yummy pimp shake what and cakes ooh fancy shoes back to us,yummy pants shakes what pancakes do pam sake whos back from us,24,https://www.youtube.com/watch?v=zxvIpV-KftI&t=25.11s,No,yummy pancakes what pancakes ooh pancakes whos back from us,pancakes,
445,piss,its perfect I didnt need to work alright lets piss it out so Im outside waiting,its gonna work all right lets piss it out so im outside waiting,24,https://www.youtube.com/watch?v=-NpA7aBd8eE&t=211.31s,No,its perfect I didnt need to work alright lets test it out so Im outside waiting,test,
91,booty,at its hair i wonder if it does anything do you guys want to find out lets press this button whoa its a dancing llama that shakes his booty whoa lets put,at its hair i wonder if it does anything do you guys want to find out lets press this button whoa its a dancing a lot of other chances birdie whoa lets put,25,https://www.youtube.com/watch?v=Uca3RJmkWLQ&t=440.67s,Yes,,,
106,bugger,got something else for you oh bugger up robot yo Leo I want you to meet,got something else for you hello there on a robot leo leo i want you to meet,25,https://www.youtube.com/watch?v=KFkEUgHcDF0&t=171.99s,N/A,,,
162,crap,armadillo guinea pig G you i ñ è á p AI g guinea pig crab see Oh a be crap links,armadillo but guinea pig g u i n e a p i g guinea pig crab c r a b crab right links,25,https://www.youtube.com/watch?v=XUcoMnjeyrY&t=1309.73s,No,armadillo but guinea pig g u i n e a p i g guinea pig crab c r a b crab right lynx,crab,
168,crap,kids toothpaste and a mystery fresh crap Wow thank you wait,kids toothpaste and a mystery toothbrush cat wow thank you brushing coach wait,25,https://www.youtube.com/watch?v=P-ai1PKyG74&t=49.34s,No,kids toothpaste and a mystery toothbrush cap wow thank you brushing coach wait,cap,
348,killing,feed me might be very kidding you know my favorite killing a big chunk,feed me my favorite killer do you know my favorite killing a big chunk,25,https://www.youtube.com/watch?v=UnY7O_0guOw&t=175.59s,No,feed me my favorite color do you know my favorite color a big chunk,color,
400,naked,into like a naked ugh Pam like yes but,into like a lego dog pan like us but,25,https://www.youtube.com/watch?v=CrEbn8_2aLk&t=215.42s,N/A,,,
72,bastard,listen to me Im your bastard arent the what it could draw jumping,listen to me im your bastard im the one in control no no stop jumping,26,https://www.youtube.com/watch?v=E4Wsf14_mWI&t=517.63s,N/A,,,
176,crap,anyone here hello anybody ready I dont think so here lets just crap the beanbags remember,anyone here hello i dont think anybodys here at e i dont think so cute lets just scrap the beanbags remember,26,https://www.youtube.com/watch?v=3z3qJtEmFKg&t=616.23s,No,anyone here hello i dont think anybodys here at e i dont think so cute lets just grab the beanbags remember,grab,
442,piss,badge very rare please pop marshal when you piss lets engage the badge,badge there it is pop marshall lets engage the badge,26,https://www.youtube.com/watch?v=8ZatZHCNvsk&t=508.81s,No,badge there it is please pop marshall will you please lets engage the badge,please,
10,ass,make this play ass oh wow thats cool whoa I didnt even see Oh are they Missy alright,make this way ass wow thats cool whoa i didnt even see oh i didnt even see alright,27,https://www.youtube.com/watch?v=GuT85I5JDhE&t=697.06s,No,make this play fast oh wow thats cool whoa I didnt even see Oh i didnt even see alright,fast,
37,ass,ready three spins okay my ass alright man go ahead one two you are I knew it would work,ready three fins okay maya alright my go ahead 123 im smiling again you are i knew it would work,27,https://www.youtube.com/watch?v=SjO4oYSkcIM&t=306.17s,No,ready three fins okay maya alright my go ahead 123 im smiling again you are i knew it would work,maya,
385,liquor,sky s liquor thats a candle,,27,https://www.youtube.com/watch?v=l25KyMlJDVM&t=972.64s,No,and flicker thats a candle,flicker,
413,pansy,will give you the milk and orange juice for free hmm where can I the pansy lets go whoo now wheres goldfish,will give you the milk and orange juice for free where can i find gold shit the pantry lets go now wheres goldfish,27,https://www.youtube.com/watch?v=yVDmHcMKDbk&t=595.38s,No,will give you the milk and orange juice for free where can i find gold fish the pantry lets go now wheres goldfish,fish,
504,sexy,2015 limited sexy vision dear Thomas bulldust Thomas paint,2015 ltd 60 edition year thomas bulldoze thomas paint,27,https://www.youtube.com/watch?v=8sgKld_uoW0&t=295.64s,No,2015 ltd sixty edition year thomas bulldoze thomas paint,sixty,
555,tits,if I have tits up I do have two dollars here so take that and I definitely want to repeat,if i have to help i do have 50 here so if you take that and i definitely want to repeat,27,https://www.youtube.com/watch?v=0IwWc3O2wuI&t=718.32s,No,if i have it oh i do have 50 here so if you take that and i definitely want a receipt,it,
598,whiskey,tropical drink beer whiskey water,tropical drink beer mm hmm mhm risky uh huh yeah mhm water,27,https://www.youtube.com/watch?v=XDR4EXIsQos&t=189.44s,Yes,,,
4,ass,only help for my Ava ass motorist it was a big biggest,only have for my ever a smooth dress i was a big biggest,28,https://www.youtube.com/watch?v=fcJaFT2aMaw&t=86.06s,No,only hope for Eva a small dress I want a big biggest,small,
199,damnit,thats it you guys are going down boo boo damnit mitigate is just a joke man its really just,thats it you guys are going down but wait a minute minute guys its just a joke man its really just,28,https://www.youtube.com/watch?v=ynzdexVn4Ks&t=121.42s,N/A,,,
228,dick,tune is big dick dig dig mix,,28,https://www.youtube.com/watch?v=9QTCyQjmLuY&t=1753.56s,No,tune is big dig dig dig mix,dig,
259,diddle,rhymes with milk OK Hm Silk pilk diddle filk make a pumpkin from,rhymes with milk okay hm phil coke pilcher diddle diddle phil cook make a pumpkin from,28,https://www.youtube.com/watch?v=Hy0o6hf6S7M&t=976.93s,Yes,,,
280,dope,experiment needs to be done buying a dope right they,experiment needs to be done by an adult right no kids thats right they,28,https://www.youtube.com/watch?v=gQHmZNEvkkw&t=74.79s,No,experiment needs to be done by an adult right no kids thats right they,adult,
511,sexy,quick fight night slavery rides today sexy yeah yeah yeah he got slimy mucous all over,quick fight nice slamming that way yeah yeah he got slimy mucus all over,28,https://www.youtube.com/watch?v=g1qXBxTUsSY&t=216.49s,N/A,,,
82,bitch,last one is red whos the red turtle yeah three night just bitch rest lets turn,last one is red whos the red turtle thats right nice job its react so lets turn,29,https://www.youtube.com/watch?v=Fy3hXHDuZ_8&t=214.0s,N/A,,,
361,killing,okay guys killing up but when,,29,https://www.youtube.com/watch?v=eRWNWwnFE68&t=211.34s,N/A,,,
384,liquor,choose your float we got a pool we got a pirate ship and we got a crocodiles yeah go Ryan got the pool Ill be alligator alligator liquor Ryan just chilling,choose your float we got a pool weve got a pirate ship and we got a crocodile three to go i got the poor really ill be alligator alligator like a ryan just chilling,29,https://www.youtube.com/watch?v=1zz4_-9g0Ho&t=32.39s,No,choose your float we got a pool we got a pirate ship and we got a crocodiles yeah go Ryan got the pool I'll be alligator alligator look at Ryan just chilling,look at,
405,nipple,day and now the slime is ready lets add some glitter cause here our nipple its inside,day and now the climate study lets add some leaders because youre only blips inside,29,https://www.youtube.com/watch?v=8ls856tphtA&t=304.74s,No,day and now the slime is ready lets add some glitter cause here are little lips inside,little,
545,smut,out now youre setting a bad example okay fine welcome to smut long lasted now were approaching the area for the big black,out now youre setting a bad example okay fine well it was fun while it lasted now were approaching the area for the big black,29,https://www.youtube.com/watch?v=1kDn0wJza4M&t=147.91s,N/A,,,
50,ass,good well you know what um your ass hair looks great I think this stuff lets did a great job,good well you know what your hair looks great i think the schnooks list did a great job,30,https://www.youtube.com/watch?v=2Fz6gbXyd4s&t=626.06s,No,good well you know what your hair looks great i think the schnooks list did a great job,[Noises],
509,sexy,men think its sexy side right,men thank god we feel off egon sector to sigh right,30,https://www.youtube.com/watch?v=Y7n9P6vNraY&t=66.42s,N/A,,,
109,cock,any of your pets mooing or cock a doodle dooing huh Oh believe your pets can talk,any of your pets are moving your cock a doodle doing huh oh and by the way i dont believe your pets can talk,31,https://www.youtube.com/watch?v=AbY2Pjyg5CE&t=607.23s,Yes,,,
159,crap,please fly by Babb grabbing crap crap crap crap cheese you back grab grab grab grab grab grab grab me first,please cry by grab grab grab grab grab grab grab grab grab grab grab grab grab grab me first,31,https://www.youtube.com/watch?v=AKkxGq8UICs&t=143.11s,No,please cry by grab grab grab grab grab grab grab grab grab grab grab grab grab grab me first,grab,
232,dick,when you said bro dick is bebop,,31,https://www.youtube.com/watch?v=HatZf14XtC0&t=266.74s,N/A,,,
245,dick,better hurry Thanks we go to go get dick the wild man hit the trains about to leave last call,better hurry thanks we got to go do go well man made the train to be able to leave last call,31,https://www.youtube.com/watch?v=qKKmxGR-SZQ&t=62.02s,N/A,,,
250,dick,easier said than done there we go its ready to go so lets check out the back this is it Springs out one two three dick Turner Springs out again lets just watch the front one more,easier said than done there we go its ready to go so lets check out the back this is cool and it springs out 1 2 3 dicta springs out again lets just watch the front one more,31,https://www.youtube.com/watch?v=Zw0pHy08IlA&t=481.97s,N/A,,,
267,dildo,whats free get a dildo mater huh it looks like,whats frank gonna do to meet her it looks like,31,https://www.youtube.com/watch?v=cIZ-se3qTPk&t=131.98s,N/A,,,
374,kinky,oh its kinky of course great job,,32,https://www.youtube.com/watch?v=2b1e8Iu3z7Q&t=160.47s,N/A,,,
602,whiskey,happen Im not doing here let me out hello hello hello this whiskey pet huh this might,happen im locked down here someone got to let me out hello hello hello twisty pets huh this might,32,https://www.youtube.com/watch?v=HB8Z3UQbtPc&t=214.8s,No,happen im locked down here someone got to let me out hello hello hello twisty pets huh this might,twisty,
47,ass,openings you want to see my daddy okay do you understand up my ass okay all right clearly,openings you understand that addie okay do you understand that maya okay all right clearly,33,https://www.youtube.com/watch?v=1Rj07sYoAUA&t=375.9s,No,openings you understand that addie okay do you understand that maya okay all right clearly,maya,
100,booty,be destroyed get to eating shredder booty yeah and yes yet input yeah yeah me and shredders right bro we are weaker,be destroyed you think shredded boutique yeah yeah yeah yeah yeah me and shred is right bro we are weaker,33,https://www.youtube.com/watch?v=dQnXpLmO7r8&t=555.9s,N/A,,,
102,booty,way Onto the next surprise Its Bobby The booty shaking llama The booty shaking llama It looks just like,way on to the next surprise its bobby the moody shaking mama it looks just like,33,https://www.youtube.com/watch?v=5KY1ZdCmbHU&t=737.41s,Yes,,,
375,kumquat,am just going to taste a kumquat You see here is a kumquat Try it And I have never tried,am just going to taste a kumquat you see my mom said as they come quat try it and i have never tried,33,https://www.youtube.com/watch?v=KLrAwZrXJC8&t=1853.76s,Yes,,,
566,turd,boy those her ears are gonna be sort of a joke turd soon come on Cheyenne were gonna go teach those hyenas a lesson,boy those areas are gonna be sorry they captured subtle come on cayenne were going to go teach those hyenas a lesson,33,https://www.youtube.com/watch?v=_pQflUeHo9c&t=229.82s,N/A,,,
156,crap,job that meat that fr but you some lies oh oh and they Ryan you got all of them crap thats amazing,job that means that im sorry but you lost and then ryan youve got all of them correct thats amazing,34,https://www.youtube.com/watch?v=VrycJg-kItw&t=1624.51s,No,job that means that im sorry but you lost and then ryan youve got all of them correct thats amazing,correct,
307,drunk,terrible it is drunk maybe Ill get,,34,https://www.youtube.com/watch?v=ynw1WwVTlPA&t=682.86s,No,terrible at this job maybe I'll get,job,
383,liquor,chewy center so inside it all right what are we on next shallowly Oh liquor liquor,chewy center so inside it what do we have next bye shower nick our liquor liquor,34,https://www.youtube.com/watch?v=ZwMyc5KJRYw&t=339.14s,No,chewy center so inside it what do we have next bye shower nick our licker licker,licker,
528,shitty,known here we go loose Italy shitty Steves on track it on time look oh wow that is,known here we go yeah lucinda we should he stays on track it on time look oh wow that is,35,https://www.youtube.com/watch?v=3LaES8Khvzg&t=589.03s,No,known here we go yeah look at louise he stays on track and on time look oh wow that is,he stays,
597,whiskey,air thats around us a whiskey n kazoo I love peanut butter theyre so yummy,air thats around us a with handsome is it be with peanut butter i love peanut butter theyre so yummy,35,https://www.youtube.com/watch?v=vFg30CPr1Ms&t=381.16s,No,air thats around us a with hand soap is it be with peanut butter i love peanut butter theyre so yummy,with hand soap,
278,dope,flips reversal bow I got dope Joe the short,flips reversible look ryan would you got oh look i got dog joe the short,36,https://www.youtube.com/watch?v=E1nDoEuAu-E&t=344.44s,N/A,,,
382,liquor,crocodile go crank out the pool whoo alligator liquor Ryan just chilling,crocodile three to go i got the pool well be alligator alligator speaker ryan just chilling,36,https://www.youtube.com/watch?v=wHLuAazNlkg&t=710.83s,No,crocodile go crank out the pool whoo alligator look at Ryan just chilling,look at,
394,naked,not Ryan chases naked all right nice,,36,https://www.youtube.com/watch?v=X14w7gHUZ1M&t=135.74s,Yes,,,
325,hobo,whoa hobo yeah he can be a basketball,,37,https://www.youtube.com/watch?v=JIFhiFxmQ1Y&t=527.83s,Yes,,,
498,sex,have the sex act well I just probably,,37,https://www.youtube.com/watch?v=h_JCU5wTqAU&t=254.73s,No,sell at the snack shop well I just probably,snack,
529,shitty,shaggy dogs oh sorry shitty feel here youre ready look at his eyebrows it goes up and down up and down up and down,shaggy dog oh three shutting feel youre ready shut in here shedding look at his eyebrow it goes up and down up and down up and down,37,https://www.youtube.com/watch?v=rzqC97eRfqI&t=75.83s,No,shaggy dog oh he's already shedding oh you're already shedding hair look at his eyebrow it goes up and down up and down up and down,shedding,
84,bitch,fighting him oh hey Foot Clan ha the bitch jig carrots me this way good thing I got a plan,fighting him hey foot clan i bet you cant catch me this way good thing i got a plan,38,https://www.youtube.com/watch?v=NZqEGskbX1E&t=377.41s,N/A,,,
420,penis,special okay how much it cost ten dollars its it yeah youre right well Im at the beach nice penis youre oh my food,special okay how much does that cost 10 its it yeah youre right well im at the beach and i finished all my food,38,https://www.youtube.com/watch?v=440WZsH_aE4&t=917.24s,No,special okay how much does that cost 10 dollars that's it yeah yeah right well im at the beach and i finished all my food,finished,
101,booty,destroyed get to eating shredder booty yes yes yes take yet input yeah yeah me and shredders right bro we are weaker,destroyed you think shredded boutique yeah yeah yeah yeah yeah me and shredders right bro we are weaker,39,https://www.youtube.com/watch?v=HatZf14XtC0&t=198.0s,N/A,,,
180,crap,the comic book crap only has two toes where the,the classic rap so you can see that the,39,https://www.youtube.com/watch?v=x12clCd2Hjk&t=197.32s,N/A,,,
224,dick,steal it your dick here your eyes try to feed it some some carrots,steal it the next mm hmm penny there it is here you are trying to feed it some some carrots,39,https://www.youtube.com/watch?v=PxzWL2sCs9s&t=98.41s,No,[Illegible],[Illegible],
476,rectum,gonna grab his pizza rectum cheering erasing all right doodle I was only able to get one slice,gonna grab this pizza right down here in all right thanks man all right dudes i was only able to get one slice,39,https://www.youtube.com/watch?v=gMmZZGuLyBA&t=251.75s,N/A,,,
455,playboy,secret weve talked about okay playboy fun do is an idea whats your idea,secret weve talked about making sure to play mice hangouts guilt now hes an idea whats your idea,40,https://www.youtube.com/watch?v=SpMPaPWY2Wc&t=342.73s,No,secret we've talked about make sure to play mice hey alpha gill i've an idea what's your idea,play mice,
482,scallywag,defeat the dreaded scallywag island what is my pirate that bad yeah but,defeat the dreaded scaly wack eyelid mhm yeah what yeah but,40,https://www.youtube.com/watch?v=NJjUlD15dqk&t=40.28s,Yes,,,
487,sex,dice throwing contest good job okay right what other toys youre gonna open next theres three more left many more for sex snapsnap that is not snapchat is snap back,dice throwing contest good job okay right what other toys youre gonna open next theres three more left that one a 74 74 what is funny full snap back,40,https://www.youtube.com/watch?v=SJqaKo_I-wc&t=288.55s,No,dice throwing contest good job okay right what other toys youre gonna open next theres three more left that one a giant phone for seventy four percent seventy four percent this is funny it's called snap that,percent,
496,sex,gift delivery sex I cant I want the Lego Frank hi everyone,gift delivery sex i cant think okay i want the lego friends yeah how about things hi everyone,40,https://www.youtube.com/watch?v=2QvVbuP42TQ&t=340.74s,No,gift delivery set I want the Lego Frank hi everyone,set,
78,bastard,sent to Santa Claude was fine bastard you take it where Santa Tammys it will be fine,sent to santa claus was lying on the ground buster needs to take it where santa can be found it will be fine,41,https://www.youtube.com/watch?v=lQFsCgFbarw&t=1209.65s,No,sent to santa claus was lying on the ground buster needs to take it where santa can be found it will be fine,buster,
249,dick,first get ready dick you pissed away whos only,first get ready you way i think you press the right by and there was only,41,https://www.youtube.com/watch?v=wVfCRUT9F7w&t=152.44s,N/A,,,
410,nude,over now wait nude keep going now we Maya what the only one for now the playdoh perfect,over now great news keep going now from iowa if you want to look for now the plato perfect,41,https://www.youtube.com/watch?v=Dzh7mykhm4o&t=410.43s,No,over now great news keep going now hey maya what do you want to look for now the playdoh perfect,news,
454,pissed,first get ready dick you pissed away whos only,first get ready you way i think you press the right by and there was only,41,https://www.youtube.com/watch?v=wVfCRUT9F7w&t=152.44s,N/A,,,
557,titties,lets make some nice titties yo yo yo yo ya got to well this stuff wait a minute,lets make some more sticky slips that got to love this stuff wait a minute,41,https://www.youtube.com/watch?v=U4A75MJN9Bc&t=202.79s,N/A,,,
604,whore,monster recreated himself whore whore whore whore whore whore hole it looks like this guy was more resilient than they thought,monster recreated himself he looks like this guy was more resilient than they thought,41,https://www.youtube.com/watch?v=eut1DlUIJsM&t=214.28s,N/A,,,
222,dick,included doping it wow you look so cool hes no dick to ya get out fuzzy I wanna live what I cant open,included opening wow you look so cool so big too yeah yeah get her out burbey yeah hello my what i cant open,43,https://www.youtube.com/watch?v=MqDq4jMHQgg&t=29.6s,No,included let's open it wow you look so cool so big too yeah yeah get her out burbey yeah hello my what i cant open,big,
349,killing,chicken is killing me no Andrew Wow a giant,,43,https://www.youtube.com/watch?v=02Pxmbruf6s&t=399.58s,No,[Illegible],[Illegible],
514,shag,on MR JOHNSON Look out Youre sullying up my shag rug,on my rug,43,https://www.youtube.com/watch?v=CduAEx0FAdk&t=65.71s,Yes,,,
564,turd,next turd of yet thanks wait a minute thats,,43,https://www.youtube.com/watch?v=Fy3hXHDuZ_8&t=268.32s,N/A,,,
15,ass,keep going yes I dont know if you can even mix why my ass like yeah okay well see round three,keep going yes god thats what i dont know if you cant even make a slide where i am okay well see round three,44,https://www.youtube.com/watch?v=WVprg-aNN5c&t=900.47s,No,keep going yes god thats a lot i dont know if you can even make a slime i can okay we'll see round three,[Illegible],
149,crap,how are you working here at McDonalds all right scratch rice crap okay heres my money,how are you working here at mcdonalds rash france france france background uh okay heres my money,44,https://www.youtube.com/watch?v=2aZl5c2oauA&t=444.89s,No,how are you working here at McDonalds all [Noises] okay heres my money,[Noises],
296,drug,fizz bombs that a drug theyre gonna be so excited,fizz bombs that you can drop in god i think its absolutely amazing theyre gonna be so excited,44,https://www.youtube.com/watch?v=GJh8FDyM8nc&t=213.29s,No,fizz bombs that you can drop in god i think its absolutely amazing theyre gonna be so excited,drop,
345,killing,suspense is killing me NOTE Seven NOTE Eight THE COUNT Maybe its the next one NOTE Nine THE COUNT Not yet,suspense is killing me seven and maybe its the next one nine not yet,44,https://www.youtube.com/watch?v=KLrAwZrXJC8&t=1241.15s,Yes,,,
435,piss,supposed to piss no way thats 20 no die oh good yeah what keep,supposed to pick lets put way thats plenty way not know don keep going good what keep,44,https://www.youtube.com/watch?v=WVprg-aNN5c&t=882.92s,No,supposed to put lets put way thats plenty way not know don keep going good what keep,put,
179,crap,giant crap bar on your painful structure Vance Walt cant found,giant crab or youll pay for such an insult i found,46,https://www.youtube.com/watch?v=vH_L94IlmiA&t=203.44s,N/A,,,
586,virgin,red combo virgin yeah wow so cool then it comes,,47,https://www.youtube.com/watch?v=XPak3dkduMc&t=292.49s,No,red combo version yeah wow so cool then it comes,version,
212,dick,net hey dick general dont hit,net yeah boy already hail and the diction and a little food dont hit,48,https://www.youtube.com/watch?v=SjfkV6NNafY&t=435.54s,No,hey big fin and little fin dont hit me,big,
512,sexy,quick fight nice label ads today sexy good thing yeah yeah he got slimy mucus all,quick fight nice slamming thats still nice yeah yeah he got sliming you can say all,48,https://www.youtube.com/watch?v=OTbNuSBjRyo&t=660.9s,N/A,,,
155,crap,join the fun Oh oh crap what we have two bones no,join the fun oh he just crossed off oh no,49,https://www.youtube.com/watch?v=WFp12qz2-XU&t=126.51s,No,join the fun oh oh it crashed good job McQueen oh McQueen crashed too,crashed,
211,dick,captain underpants im here to save the dick dont worry,captain underpants im here to save the dick mommy mommy oh were stuck in a tree no oh yeah oh dont worry,50,https://www.youtube.com/watch?v=sCXazq1eiWk&t=97.7s,No,captain underpants im here to save the day mommy mommy oh we're stuck in a tree no oh yeah oh don't worry,day,
587,virgin,nose and eyes friendly virgin thats right for this,,50,https://www.youtube.com/watch?v=35DT-RVzWNY&t=909.9s,No,toothpaste kid friendly version that's right for this,version,
175,crap,add two eggs Im gonna check back in the party all right right over here go crap let me help you all right one more get another egg,add two eggs you wanna try cracking up for me all right right over here go crack me to help you i won market another egg,53,https://www.youtube.com/watch?v=16IndzFp8HQ&t=107.91s,No,add two eggs you wanna try cracking up for me all right crack right over here go crack me to help you alright one more get another egg,crack,
373,kinky,until pops up whoa no its kinky toaster me my help oh look at that you see that spider,until pops up yeah down uh huh whoa now lets take it out of the toaster need my help uh huh uhh oh look at that you see that spider,53,https://www.youtube.com/watch?v=0sR5yClo3Ws&t=341.94s,No,until pops up yeah down uh huh whoa now lets take it out of the toaster need my help uh huh uhh oh look at that you see that spider,take it out of,
438,piss,works all right lets piss it out so Im outside waiting,works oh yeah it fits perfect i think its gonna work yeah all right lets piss it out so im outside waiting,53,https://www.youtube.com/watch?v=1Hr4A40IFHc&t=680.82s,No,works oh yeah it fits perfect i think its gonna work yeah all right let's test it out so im outside waiting,test,
74,bastard,only yes bastard made it nice and clean its better now,,54,https://www.youtube.com/watch?v=_OdnF0k5AnU&t=1231.76s,No,yes yes buster made it nice and clean its better working,buster,
206,demon,minutes of demon Chi Minh Im dead hey uh Tony have you,,54,https://www.youtube.com/watch?v=NW5J_2q3XAU&t=37.34s,N/A,,,
480,rump,pogo stick KERMIT No no COOKIE MONSTER Its a rump roast MATT LAUER Cookie Monster has not given up cookies,pogo stick at the rompers cookie monster has not given up cookies,54,https://www.youtube.com/watch?v=-qTIGg3I5y8&t=206.87s,Yes,,,
510,sexy,smell Oh noona a sexy lips noona are super healthy for,,54,https://www.youtube.com/watch?v=ZWyvNge78i0&t=28.8s,N/A,,,
532,slave,the clothes we are slave guys we both have red glasses,,54,https://www.youtube.com/watch?v=QRCb_1IiIr8&t=330.62s,N/A,[Illegible],[Illegible],
304,drunk,bottom here here super dad hes a burger hes drinking the water hes drunk and hes drinking the booger water hes good hes going,bottom here heres some burger from burger hey you dont know hes drinking the water hes drinking it hes drinking the booger water hes hes going,56,https://www.youtube.com/watch?v=e61fOWyhlMs&t=244.08s,No,bottom here here's a booger here's a booger he's drinking the water he's drinking it and he's drinking the booger water he's go he's going,drinking,
197,damnit,clear damnit such a lot should we just wait a couple more,,57,https://www.youtube.com/watch?v=d3xbSu18Io4&t=388.84s,No,clear yeah but there's a lot should we just wait a couple more,yeah but,
268,dong,a ding ding More feeling ♪ Dingy dingy dong ♪ Dingy dingy dong ♪ Yeah sing a,a ding ding ding come on brooke bring a,58,https://www.youtube.com/watch?v=gVVasKdtsKA&t=59.93s,Yes,,,
379,liquor,body filler damn play dont was in eyes and feel the world liquor should spawn do Suhana on,body filler to them pray dont have ways image l feel for the garlic responded on,58,https://www.youtube.com/watch?v=UiOY5MYhpL4&t=966.53s,N/A,,,
104,bugger,theres a ladybug ladybug taubira strawberry this is a lazy bugger this flower flower flower and stubborn,theres a ladybug major bucks toby toby mhm these are the past this is a lady flower flower flower and stubborn,59,https://www.youtube.com/watch?v=FWpe6LXYdYc&t=231.42s,No,theres a ladybug ladybug strawberry strawberry this is a lady bug this flower flower flower and strawberry,bug,
414,pansy,octopus parrot part4 F R o g frog chimpanzee chi m p a n a ye Jin pansy bison be I s Oh hamster,octopus parrot p a r r o t parrot frog f r o g frog chimpanzee c h i m p e n z e chimpanzee yeah yeah bison b i s o n bison hamster,59,https://www.youtube.com/watch?v=XUcoMnjeyrY&t=510.61s,No,octopus parrot p a r r o t parrot frog f r o g frog chimpanzee c h i m p e n z e chimpanzee yeah yeah bison b i s o n bison hamster,chimpanzee,
563,turd,two three my slime is better than Ive raised Ryans turd yeah,,60,https://www.youtube.com/watch?v=bH0CPZgnVWI&t=200.86s,No,two three my slime is better than Ryan's it's Ryan's turn yeah,turn,
258,diddle,a peck of peppers ♪ ♪ Fiddle diddle dee ♪ ♪ Fiddle diddle dee ♪ ♪ Be my,a little little then ill get our d b my,61,https://www.youtube.com/watch?v=H9Lgli7TgWs&t=33.72s,Yes,,,
387,marijuana,take hunter near Safari today the next marijuana now were super,take home from your your uh oh uh yeah now were super,61,https://www.youtube.com/watch?v=TnrebS57uN4&t=200.42s,N/A,[Illegible],[Illegible],
324,hobo,combos drinking lots of milk so hes gonna get taller all right three four five six whoa hobo yeah he could be a basketball player look at,combos drinking lots of milk so its gonna get taller alright sex apparently covid growth side themselves boom 234 five six whoa bo he can be a basketball player look at,62,https://www.youtube.com/watch?v=DZkJD6x7t3o&t=94.11s,Yes,,,
350,killing,build it yeah your exports mansions are bragging its killing you busy today first,build a giant black sports mansion for ryan whos coming to visit today first,62,https://www.youtube.com/watch?v=7I2ZXN1HcI0&t=34.73s,No,build a giant black sports mansion for ryan whos coming to visit today first,coming,
217,dick,stick this was Ryan this is my dick yours,stick this ones ryan sticker this is sticker well this is a p a sticker myo minus sticker yours,63,https://www.youtube.com/watch?v=aoqprO9vA6A&t=289.13s,No,sticker this is Ryan's sticker this is my sticker yours,sticker,
255,diddle,and now enjoy the show hey diddle diddle the cat and the fiddle,and now enjoy the show yeah mm uh huh four wow mhm moon yeah mm yeah mm yeah right mm hey diddle diddle the cat and the fiddle,63,https://www.youtube.com/watch?v=5Yg0erAzkWA&t=51.04s,Yes,,,
311,drunk,goodness what not right over Grasso lets use drunk driving fast,,63,https://www.youtube.com/watch?v=zS7_Xn-7ips&t=173.62s,N/A,[Illegible],[Illegible],
441,piss,the white house st Marks Basilica manikin piss Willis power Buckingham Palace florence,the white house yeah yeah saint marks basilica boom money can piece released our yeah yeah buckingham palace florence,63,https://www.youtube.com/watch?v=kDCXqaYWn-U&t=295.04s,No,the white house yeah yeah saint marks basilica manniken pis willis tower buckingham palace florence,pis,
254,diddle,stars hey diddle diddle the cat and the fiddle,stars oh mm uh huh uh what yeah moon mhm yeah yeah yeah yeah right mm hey diddle diddle the cat and the fiddle,64,https://www.youtube.com/watch?v=1hTSYnmUeTc&t=632.14s,Yes,,,
273,dong,baby please lay down are you sleepy morning please ding ding dong please lay down I love you baby,baby love you dear love you love you love you baby,64,https://www.youtube.com/watch?v=NJ8sw9Fh-aY&t=1313.74s,Yes,,,
