Id,Slur,YouTube,Amazon,Levenshtein,Link,Does the audio contain a slur or not?,Original Transcription,Actual Word
999,fucking,,side and chocolate on the other nice what ask cookies what cookie woo fucking a bit on my head is it all right what else anything else to do thank you thank you lets,165,https://www.youtube.com/watch?v=8EgMXlloNKs&t=794.529s,,,
2203,shite,spider out out and in some ways just Paul to getting this out Twinkle Twinkle Twinkle Twinkle I wonder what you are up above the world so high like a diamond in the sky,spider out out and then some shite wola pull your way so into women cheese pie and up just fault again kitchen everyone listen get some twinkle twinkle little star twinkle twinkle letter stop how my one they want to add a pop oh whoa so high like a diamond in the sky,165,https://www.youtube.com/watch?v=l3pf5U_hEIo&t=58.62s,,,
582,dildo,am okay Another Monster Meditation With TwoHeaded Monster and me Andy Uh oh Oh no Fall down Oh Hello Two Headed Monster What Wait what Hello Hello Over here Ah Hi Andy I see your block tower fell,am ok with two headed monster me andy yeah oh oh a dildo yeah out hello two headed monster what what what and all hello over here i see your block tower fell,167,https://www.youtube.com/watch?v=3EKPfQYi7GQ&t=577.25s,,,
963,fucker,changing colors is so much fun for buster and cozy poop ready set go make a rainbow just what to do ready set go change the rainbow choose the color and shoot ready set go make a rainbow swish and splash,changing colors is so much fun for fucker at cozy who ready set go take a rain go splish and splash,167,https://www.youtube.com/watch?v=7MoyjPjgth8&t=467.84s,,,
2142,shit,,will pick that one okay oh listen listen favorite chicken shit so thats our open this one guy no mhm okay mhm guys this is a little cream ballerina oh my gosh i wanted,167,https://www.youtube.com/watch?v=Ryb88AG9FzY&t=563.05s,,,
90,asshole,say them all over again great work kids now its getting dark and its time to go home so long my friends,say them all over again oh yeah lets go okay and excavating that whole yeah damped drag mm mm a concrete mixer mhm a little girl yeah mhm okay yeah im a strange shape uh an asshole payment oh great work kids now its getting dark and its time to go home so long my friends,168,https://www.youtube.com/watch?v=ZBsYLYQNCGc&t=545.15s,,,
866,fuck,,on the bottom floor yeah joining me lets go run away mm yeah okay uhh what wait oh oh wow oh fuck star lets go around lets go yeah run away uh huh all right im so tired,168,https://www.youtube.com/watch?v=5fBilM28MU4&t=68.86s,,,
1074,fucking,,always count by two yeah thats it come on kitty cows lets watch no no count by to say partner that does kitty cats fucking no no count by two yeah come back to you know,168,https://www.youtube.com/watch?v=N1WjSQpN1Fk&t=305.969s,,,
1643,killing,,mini everywhere uh huh mm i like that many care theres so many there ill have a crack im cracking im cranky its a man super killing and thomas mm yeah yeah put anywhere,168,https://www.youtube.com/watch?v=jcBmcDIPMt4&t=1211.95s,,,
2264,terrorist,,some it is already oh oh very damage its terrorist sorrows look his funny is also surely oh nice one yes yeah this one is a stigma lodge oh its also battle damage but as,169,https://www.youtube.com/watch?v=fedzwt1lzJ8&t=152.09s,,,
299,cock,years old Right I know that I was thinking that maybe we could use our imaginations Oh cool Come on Help Elmo and Mr Taye imagine a car Imagine imagine imagine Wow That is some good imagining Yeah come on lets go for a drive Oh hold up First we have to imagine our seat belts Oh right good idea,years sound right i know that i was thinking that maybe we could use our imagination oh sure come on help elmo and mr tay imagine a cock imagine imagine imagine wow that is some good imagination yeah come on lets go for a draft hold up first we have to imagine our seatbelts alright good idea,171,https://www.youtube.com/watch?v=crQpStMwnwk&t=2443.834s,,,
1981,shit,cream in which Giambi now lets put some maple up Nikki yummy what do you think why its yummy good wishes this is so good guys whats up its a little too sweet,cream oh mm richie i mean now lets put some maple shit up yeah wow looks yummy im gonna eat the one or two look cream for yeah mm hmm what do you think ryan its yummy yummy good yeah a lot mm its delicious this is so good you guys won some no no no no no you me i know its a little too sweet,171,https://www.youtube.com/watch?v=b-lgdBsUhiU&t=1332.49s,,,
991,fucking,,safe because he doesnt need to put ketchup hot sauce just sweet stuff sprinkles and crossings yes good thing i thought cookie dough no thats a lot of fucking down here well,172,https://www.youtube.com/watch?v=6B_k-vRZIcA&t=236.079s,,,
2124,shit,roll over roll over so they both rolled over and one fell out one in the bed and the little one said Oh Incy Wincy Spider went up the water spout,roll over roll over so they both rolled over and one fell left one there was one in the bed and the little one said i shit mm mhm yeah mm insulin see spider went up the waterspout down came the rain and washed the spider out how came the sudden right a boulder rain so in c when c spine went up the spout,173,https://www.youtube.com/watch?v=r8iGnwD8i9I&t=1769.2s,,,
807,fuck,order to make slime you need some glue so here it is lets see what color we have so far,order to explain you need some glue so here it is lets see what color we have inside whoa you know low on me this is really cool i think i got like one of the best lime color ryan dont fuck lou on me right blue one mommy lets know whos waiting so far,174,https://www.youtube.com/watch?v=JCTtA7R0Iiw&t=102.56s,,,
904,fuck,youre safe Im saying yeah a lot of loving my house you might need to move you ouch the quitting time United I bar Picabo and pick,youre so good job uh oh gosh oh no guys huh oh fuck you never know whats coming working hard okay yeah mm peekaboo yeah pick,176,https://www.youtube.com/watch?v=RIdgbpJCkzo&t=528.64s,,,
3,ass,gonna be whats that smell top to the top top top top top top were giong hey whats that spell oh stop he wants us to stop,gonna pee whats that spell huh im a t were in on a p im a t were going to be were going to be whats that smell top top top top uh huh yeah im an ass were a t o and p im an ass were a t o and p im an ass were t o and p whats that spell oh stop he wants us to stop,177,https://www.youtube.com/watch?v=2e92cQTEuB4&t=159.01s,,,
858,fuck,,wheel it thus far when you feel yourself getting a drink of water will get the fuck when you feel yourself coming back i think you want to well dont forget when youre having fun,177,https://www.youtube.com/watch?v=9CRH2oOuUD0&t=634.25s,,,
1926,sex,pocket I have six pickles wait six no guys look there wobbling developing see there wobbling with Vic tummies look at that they are,pocket yeah out out out i love you so much oh okay papa you can sit here now guys next one is pickles i have sex pickles late and two 345 six guys look guys look theyre wobbling do a little building c yeah that yeah its yeah oh theyre wobbling with vig tummy look at they are,177,https://www.youtube.com/watch?v=bwv974ctcj8&t=224.66s,,,
899,fuck,30 to 20 seconds hopefully you guys try this experiment at home and theres actually some cereal that has a lot more than others,30 to 20 seconds yeah and then you see the iron lets see whoa yeah yeah oh fuck whoa theres iron right there whoa around yeah youve got all the iron two separate whoa oh lets just here no i swear hopefully you guys try this experiment at home and theres actually some cereal that has a lot more than others,179,https://www.youtube.com/watch?v=KRKHzRsnAR8&t=1605.58s,,,
1791,piss,actually pretty squishy and soft so you can actually break into it just to get yeah its a plane oh yeah all right Im gonna test out what we made okay this is the gum yeah were gonna build,actually pretty squishy and soft so you can actually break into it this ticket yeah play though yeah all right im gonna piss out what we made okay so this is the gun we made mm mm hmm thank you for watching her bubble gum video dont forget to join the rice squad by by they were going to make a gumball machine but card yeah were gonna build,182,https://www.youtube.com/watch?v=0tP7StRm7MM&t=316.21s,,,
2191,shit,some sounds now we can take a look at our examining table and you can see you can put,some sounds lets take a look at your x ray doc and i love caring for my furry friend shit youre then you wont feel good to get get your health back get your money back get your hot hey does that now we can take a look at our examining table and you can see you can put,183,https://www.youtube.com/watch?v=P4_EA2tDFgA&t=304.389s,,,
1018,fucking,different kinds one two three four,different kinds so tasty hello so sleep i like it i fucking two scoops for me please two scoops for me yeah thank you mm youre on me john you just messed up its a gamble hey perfectly do that give me 9 1 two three four,184,https://www.youtube.com/watch?v=FXM8CoHAYLQ&t=349.51s,,,
1624,killing,largest gummy snake candy no no no no no what do we have chocolate whipped cream and honey Oh what do you want to try first can I try them your face oh were,largest gummy snake candy yeah age neck you ate his neck okay yeah oh mhm yummy sure okay then my adolf his nose all right which no nose no eyes and no no who toppings on him what do we have chocolate whipped cream and honey oh im killing what do you want to try first try uh chocolate and then after that were,184,https://www.youtube.com/watch?v=_DwajMQS5ps&t=1565.8s,,,
2096,shit,says he done orth to knows about but which way is north we have no way of knowing,says to go north to nose bump ship but which way is north look yeah now theres just a lucky gas north the nose but shit whats next next we go east to your cave and south to skull rock and finally west to white beach but we have no way of knowing,184,https://www.youtube.com/watch?v=GT5z2e31kD0&t=1684.82s,,,
50,ass,scientist its a tough,scientist ready me as well something else whats going on oh it failed oh my its green what katie do you know i would like to be a teacher we start our listen yeah hey me no no no no no no ass no its a tough,185,https://www.youtube.com/watch?v=VKUPyB13fqQ&t=119.45s,,,
863,fuck,,wont get people times oh yeah how you got our party wow fuck it walk it plastic whoa good oh nice food oh oh daddy dropped me o ryan going for the steal he has two pigs now i will fight,185,https://www.youtube.com/watch?v=IPu5xGPkNJA&t=1016.59s,,,
827,fuck,tree there in the fall the right place on the nest with some eggs and the tree thats pretty,tree there and theres a tiger in the backyard yeah and then theres a cute little squirrel and look a fuck a fox the ryan likes to play soccer play soccer what is this supposed to be the backyard side oh and theres a robin on the nest with some eggs and the tree thats pretty,186,https://www.youtube.com/watch?v=3joeLajYTU8&t=56.309s,,,
862,fuck,,surprise the who curates fuck up brilliant right okay well your guys when put the 512345 oh it works okay im sure the hope we go the town of yes oh sorry sorry sorry its your fault royal,186,https://www.youtube.com/watch?v=mDitt0MNVC0&t=1258.384s,,,
1901,sex,press this and this is the speakers Wow Wow Wow okay Im Your Mother ah and when you press when youre going,press this and this is the speed group wow wow mhm oh my tina uh huh mhm yeah yeah mhm yeah yeah okay mm hmm mhm yeah yeah whoa mhm oh its not a race for two laps okay on your mark get sex wait yeah why are you getting who havent you proud im going,186,https://www.youtube.com/watch?v=LBBtyi4ocXQ&t=145.5s,,,
2134,shit,been getting my call too many times but its okay I got shimmer,been getting lump of called too many times but its okay i got shit and shine here to save the day are you ready im gonna kick it one two okay oh yeah i got believe mom and im doing just smashed my okay which one you gonna pick clothes i got shimmer,188,https://www.youtube.com/watch?v=8mVgFi5W1Ww&t=443.46s,,,
1634,killing,,break zippity oh thank you mhm when you give yourself coming back i think the water will those spots when you feel yourself killing the water will hit the spot sunshine running so high with,189,https://www.youtube.com/watch?v=9CRH2oOuUD0&t=609.239s,,,
877,fuck,tree there in the fall the right place on the nest with some eggs and the tree thats pretty,tree there and this time youre in the backyard yeah and then theres a cute little squirrel and look a fuck a fox the ryan likes to play soccer playing soccer what is this supposed to be the backyard side oh and theres a robin on the nest with some eggs and the tree thats pretty,190,https://www.youtube.com/watch?v=t8l7nPpvaes&t=56.309s,,,
1917,sex,popping shooting fire,popping your sex alright lets open it hey you could just squish it uh just squish it oh walter chocolate breaks too easy yeah how do i get uh what is this one and he has three eyes huh yeah three i shooting fire,190,https://www.youtube.com/watch?v=MSM7JWVVepM&t=605.2s,,,
2066,shit,,it you know what its going to fire you think oh shit for us right guys what about the babys save the baby save the baby okay yeah got you well its from here whats under the blanket everybody,190,https://www.youtube.com/watch?v=5fBilM28MU4&t=680.64s,,,
328,crap,guy yeah good three crack sorry I open it for you what do we get one explained Clark its super tiny though hey can i play,guy i know it looks bad he is so bad yeah whats that leg yeah i hear three million it has some oh yeah its gonna break daddy its gonna break look oh no go ahead dont crack sorry crap so easy to get what i open it for you what do we get what playing clark its super tight me though hey can i play,191,https://www.youtube.com/watch?v=bBf19qBHCD8&t=1744.19s,,,
1896,sex,dress okay good night wow thank you wow wow thank you wow huh oh wow make up hello hello i need a haircut,dress okay thank you yeah mm hmm mhm mm hmm uh many many my name my sex i can go if we were there working to any yeah what uh thank you right yeah its true thank you yes mm hmm mm huh mhm mhm yeah oh oh its texting hang down wow mhm okay oh makeup well hello hello i need a haircut,191,https://www.youtube.com/watch?v=re3g3xQikAs&t=112.84s,,,
2051,shit,attitude ♪ Ill try not to ♪ A cookie can be scrumptious ♪ ♪ Crunchy sweet or yumtious ♪ ♪ But ♪ ♪ A cookie is a sometime food ♪ ♪ Yes a cookie is a sometime food ♪ ♪ Oh a cookie is a sometime food ♪ ♪ There are plenty,attitude try not a cookie can be scrumptious crunchy sweet or young shit huh all right a cookie is a sometime food yes a cookie is a sometime food cookies or something food there are plenty,194,https://www.youtube.com/watch?v=al_CT788Ry4&t=2407.43s,,,
325,crap,guy minion oh yeah oh good thirty cracked well I open it for you what do,guy i know it looks bad he is too bad yeah okay mm yeah what is that mm i hear three million it has some oh yeah gonna break yeah its gonna break look oh no go ahead dont crack sorry crap though you get together you know what i open it for you what do,195,https://www.youtube.com/watch?v=GnBYXfHEKfs&t=361.68s,,,
177,bitch,theory Maria in amphipoli art or i really about exgovernor my profile said you havent met yes cuz Ive met the lovely with nice,theory memories ram ram ram yeah mhm okay yeah yeah bitch in anthropology artur oh the number i gave arthur i can just get no no mom uh my my of course yeah eca vamper ex governor turn on papa he was a good man yes because ive met nothing thats nice,196,https://www.youtube.com/watch?v=aXxIqPMX9mM&t=94.11s,,,
1619,killing,be right back sup Ryan Im Finn the great white shark,be right back wow what you better get out of here whoa welcome to writing toy romeo lets explore the ocean please i see a clownfish it looks like nema thats a giant colonel by theres killing i better get out of you i think i see a shark,197,https://www.youtube.com/watch?v=gfnIdm1GlIY&t=23.36s,,,
2062,shit,tools yeah we have some bread right here yeah we have to make a bread first yummy lets make a sandwich first a little bit it cannot,tools yeah we have some bread right here to yeah well the stuff that comes with it and im gonna eat the bread we have to make a bread first yummy lets make a sandwich first you got it looked like it was a circle its squished a little bit knowledge your shit up a great job there you go oh certainly restored there you go it cannot,199,https://www.youtube.com/watch?v=RxzYDhsJh9w&t=1743.93s,,,
2173,shit,,new patient all right sandy oh addie maria is this the army yeah oh what okay come on into these rooms come on danny well i have to say we have not had a dog in the tweet after all the shit this is at,200,https://www.youtube.com/watch?v=ujIiLKt-pNw&t=891.58s,,,
1909,sex,,found it a little safe lets go home okay home spider here okay dot com no right captain america i know sex yeah no mhm what yeah im my own boss yeah yeah oh worries about you yeah yeah uh huh yeah thats,202,https://www.youtube.com/watch?v=ynw1WwVTlPA&t=1418.52s,,,
822,fuck,around Yeah Which means Show safety and respect Safety and respect Oh safety and respect Safety and respect Oh give a peck Show safety and respect Safety and respect please CHICKEN All right,around the prospective friends of favors and everyone fuck black black black problem which means potential safety and respect dear respect give a give a all right,203,https://www.youtube.com/watch?v=GOzrAK4gOSo&t=189.186s,,,
870,fuck,driver Oh help me bueno me all along it stays,driver hey whos pushing me oh hey uh huh oh yeah yeah all right oh movie man all right no youre gonna fuck you know trying to help me okay where help me four uh huh oh mhm oh get ready to put on the wall words its all a wall it stays,203,https://www.youtube.com/watch?v=V5_rp-YkT6g&t=143.44s,,,
1709,marijuana,mommys gonna try nice nice good job maybe the split in the air,mommys gonna try oh close oh nice i was going to die nice whoa yeah mhm no way you got this brian mhm yeah what no marijuana card thanks so close you did it okay thank you for your time yeah yeah good job sure come down thank god can you do the split in the air,204,https://www.youtube.com/watch?v=uIPOdB7Meac&t=1044.91s,,,
1914,sex,on Aditi Pokemon Barbasol install x2 at the same time yeah I still need to walk down these two this time throw all of them on same time so for me I didnt you live in try anyway Im just pretty much the same set up here as,on the whole thing mark get sex girl oh god oh my god this is pretty much the same set up here as,207,https://www.youtube.com/watch?v=E0KKX4BF83k&t=482.159s,,,
2316,whore,,sweet wow another ice cream whoa another ice cream whoa his cheek is already starting to get a little yeah look at this okay mommy what did i do this dr phil to to not even whore and i did i got to thats why,207,https://www.youtube.com/watch?v=M4YSHQv0pqM&t=460.88s,,,
1779,panties,,tossed 13 lucky panties 13 your is well hey look at 13 13 i think youre fine hey number 13 glad your mind 13 yeah mhm right mhm yeah two three yeah thanks yeah yeah hey yeah hi yeah hey yeah party almost work,208,https://www.youtube.com/watch?v=oyClviB1xd8&t=2006.206s,,,
997,fucking,the blue puppy challenge surprise he just on the road,the blue popping challenge yeah heres your a surprise oh superhero blind bag lets open it its that fucking side oh oh man oh no dont laser off by dont bring it back to you later bye bye bye if you want more challenging my video please by by oh hes just on the road,213,https://www.youtube.com/watch?v=j9zk9Q_N5PI&t=371.06s,,,
279,bullshit,story all right yeah Oh baby hey Nucky diversity is our dream rotate across the Pumbaa this is dollar no money no,story what you sure but we certainly know that you treat them what what true worth i wonder why should he didnt you bullshit you might get bit by my goal dont worry you i ask you okay no,218,https://www.youtube.com/watch?v=huRnnu8Hqs4&t=561.17s,,,
2224,slave,,three friends yeah bye im pretty slave and im thinking yeah lets go and four mhm supper hero oh no yeah first day yes i got mm yeah the national im sure we have iron man batman uhh and plan in and star lord now we need,218,https://www.youtube.com/watch?v=tFypk3gkDNA&t=728.16s,,,
1953,shit,,lets go where do you put the shoe mhm you see that you know we see your shoe no under no decided in school stinky shit but my daddys oh dont touch daddys to kiss you brian wow sheldon what are you doing here and i didnt,219,https://www.youtube.com/watch?v=uuxRmLj8b7U&t=726.079s,,,
208,bitch,,hey get out since i got here really hot bitch reading free toys wow its so amazing god this porch is also beautiful oh my gosh this is so amazing its a my horse and buggy horse got me and eva what transparent toys i love,220,https://www.youtube.com/watch?v=gFiOmSuZU30&t=0.14s,,,
1071,fucking,you gotta go angels in the snow Finch or trees with crazy,you gotta go down south the jingle bells i can comes every throw angels in the snow cone kids from san the old side tipping with dancer chris dont stop the jingle bell fucking so tell me child yes and no star baby go chris very reason why yeah mhm 10 sold trees with crazy,221,https://www.youtube.com/watch?v=t4VPKJNp7Wo&t=61.2s,,,
1797,piss,it looks yellow good next lets add some giant soap all right all right thats good thank you wow cool okay this is a catalyst it will speed up the chemical reaction all right you guys ready did you see big,it again without some get all right gang youre gonna piss hydro rock side black boot bag big,223,https://www.youtube.com/watch?v=35DT-RVzWNY&t=786.48s,,,
830,fuck,,nope she doesnt want anything to do with you she likes your cancer okay all right i think shes walking back in shes very shy little creature my cats about her now his name is titus and he is a pathetic fuck fox go in and sit,224,https://www.youtube.com/watch?v=t6nqI9YR4LY&t=2004.4s,,,
132,bastard,fire truck to help him out buster loves the winter having lots of fun having lots of fun all he wants is to have some fun but what can he do when hes on his own,fire talk to help him out foster of the winter having lots of fun wrapping up and playing in the winter side mm i love the winter actually saved the day poor bastard so now they can play the winds having lots of fun wrapping up playing in the winter mm buster the bus theres a board little bus all he wants is to have some fun but what can he do it on his own,226,https://www.youtube.com/watch?v=uSO8GS1dIS8&t=701.29s,,,
886,fuck,,yeah yemen enigma in l a missed englands barbie sister kelly like chelsea villa it is kurt clifton ayman el mago barca i dont know maybe play uh uh the malibu fuck their alv excellent no spin no hit newt excellence makes little,227,https://www.youtube.com/watch?v=aPPVr2No9i4&t=30.929s,,,
277,bullshit,,the personality of aibel is shy oh is he doing well you have a toy about ella i want tails and doing yoga whoa i was thinking id be happy and you know it clap your hand you can get whoa i bullshit yeah thank you youre a bigger dog,230,https://www.youtube.com/watch?v=3-cfOmuDmy4&t=152.72s,,,
868,fuck,why are you ready okay lets see lets see mommy can do this ready Wow Oh surprise,why mm you hear the sound yeah you understand thats the crazy one okay well yeah boy marie rewarding mhm flings wearing blue hi my kids this works so good party in ryans room with balloon wow way four oh knocking him down all the lights lets fuck some balloons for surprise,232,https://www.youtube.com/watch?v=M5hSyOqy6eU&t=95.05s,,,
322,crap,,taste like crap about robust and their names are just apples and bananas within a song oh why did you not say so i love the leather a be right back hey hi robert told me you were making hey sal yeah come on lets make a sounds together,234,https://www.youtube.com/watch?v=mlvIFV_8v7Q&t=5827.031999999998s,,,
1932,sex,,these toys that was a tragedy oh i love this toy especially that one and this one i love boy is tornado when you miss oh my god i love to answer yeah oh hello there added sex youre feeling better this way doctor already really yep she,234,https://www.youtube.com/watch?v=I1afySCZM1w&t=439.49s,,,
1958,shit,higher score coming up oh thats what youre talking,higher score way high school in 20 way you got it you know what im doing here and what history your airplane double shit what im going to get done oh say the attack that enemy you can get the the airplane bag okay hes coming out coming out hes coming up yes oh thats what youre talking,235,https://www.youtube.com/watch?v=PfYN0Hcx85g&t=91.92s,,,
639,drug,neptune is a beautiful blue beautiful blue stop stop adventure says,neptune is a beautiful beautiful beautiful a beautiful blue still do mhm yes mhm look at all the freedom mhm you get all the green honor stop stop stop these hello muster it was all a dream all a dream paula dream buster it was all a dream of space adventure tony drug go go go frankie half pop says,236,https://www.youtube.com/watch?v=k8BObuaMTEQ&t=1059.68s,,,
837,fuck,,glowing thats cool elsa which one anyone elsa she said this one which one o b ana and elsa man im gonna pop it for you ilsa what did you get did you get anything yeah whats that is that blowing fuck whoa ana and elsa and olaf try to blow,237,https://www.youtube.com/watch?v=Ef7zfN7IGwU&t=1884.99s,,,
1008,fucking,right red ball red bucket whoo four seconds left three whats got all of them well this looks like its ready to go for Ryan so lets go ahead and take you to him all right I think this will work for you oh you betcha you want to try it I want to see,right red ball red fucking wound you see,238,https://www.youtube.com/watch?v=4-zWbtBPHuY&t=302.05s,,,
1131,fucks,mountain yes hes moms singing you can sing thats really not the canyon siren sound the fire truck,mountain yes hes fucks singing you can do it yes yes you can sing and you can do it yes you can yes you can sing and you can do it theres really nothing to it yes you can do it yes you can yes you can he cant fix it mhm mm mhm katrina help him help him help him out with him fix it thank you a a a yeah the fire truck,238,https://www.youtube.com/watch?v=N3ua-vwIJOs&t=907.26s,,,
1040,fucking,,dunk but you didnt get enough couldnt do it right fucking trying to learn how you just did it again youll get it soon out there thats the power of yet yet thats the power of yet yet yet yet yet yet thats what you get power of it come on try,240,https://www.youtube.com/watch?v=crQpStMwnwk&t=4907.697s,,,
20,ass,,fish tank we thought it was pretty cool dragging an octopus ryan found a shark lover really mushroom really open mhm we also found some cute christmas reindeer what else is here a penguin that ass is there oh merry christmas what do you want,241,https://www.youtube.com/watch?v=XyB_dthfypE&t=530.889s,,,
123,bastard,fire chop to help him out buster loves the winter having having lots of fun see the bridge is falling down falling down falling down we cannot get out of fix town he cant fix,fire chop to help him out buster love the winter having lots of fun wrapping up and playing in the winter sun mhm mr loves the winter actually saved the day poor bastard so now they cannot play must the winter having lots of fun wrapping up playing in the winter mm mhm try to build it up build it up build it up he cant fix,242,https://www.youtube.com/watch?v=L2VLJBbFaBM&t=1388.86s,,,
835,fuck,lights so we got this fire truck kit,lights yeah lets fix up the fire truth with some of these schools kill who uh huh mm hmm mm the wheels falling off lets hammer it back yeah mhm yeah oh fuck up fire so damn in the water thank you for watching today were gonna build a fire truck fire so we got this fire truck kit,243,https://www.youtube.com/watch?v=VaIyWBAaoio&t=204.97s,,,
1913,sex,arent hippo yeah theyre yeah so were gonna play this family fun game where we all collect the ball and you ever collect the most balls at the end wins are you guys ready I and your mark lets go mommys beating,arent hip hop a pigs pigs yeah they are pigs yeah so were gonna play this family fun game where we all collect the balls and whoever collect the most balls at the end winds are you guys ready alright on your mark get sex lets go lets collect the balls its correct getting it i dont want them collecting anything sure three right in the last two hey mommy i think mommys beating,243,https://www.youtube.com/watch?v=IPu5xGPkNJA&t=619.36s,,,
333,crap,,run that tom tom who served as a club now i can say hello cal makinson yeah musical so happy as you and i we can cody and harmoniously and do do do do we can see anything you can do i can see this i cant i cant see crap well elmo can sing sweet,244,https://www.youtube.com/watch?v=Rzc1exd4iiM&t=79.003s,,,
1075,fucking,beautiful lots of color I am giving you good job what is this did you know that Im very,beautiful lots of color i am giving you an egg plus stay good job okay blast student here fine is old hang on what is this a wolf a wolf and money you fucking wolf to you yeah it looks like a doctor me it does look like a dog you know what it looks like it looks like a cat a looks like a man hi okay guys did you know that im very,246,https://www.youtube.com/watch?v=H7JCbu92X9Y&t=205.959s,,,
121,bastard,loves the cold days playing on the ice but being buster ice cube isnt all that nice buster doesnt love this so he calls a scout to go get ashley fire truck to help him out buster loves the winter having lots,loves the winter actually saved the day poor bastard so now they cannot play the wind having lots,248,https://www.youtube.com/watch?v=CSbsAfOJEgs&t=460.24s,,,
198,bitch,,airplane we used it read yeah bitch oh i see youre surprised really would miss another one oh thats fine a butterfly purple butterfly but you doing any object oh yellow yeah looks like it last color is blue ha yeah finally get right to later by your,249,https://www.youtube.com/watch?v=KRKHzRsnAR8&t=1353.74s,,,
1021,fucking,,the south pole yall got a catfish mhm three thanks elmo has mail elmo has mail mail mail elmo has mail mail elmo has mail elmo has mail elmo has mail computers at penguin today elmo has mail fucking calm down mouse thank you oh ever has an email from,250,https://www.youtube.com/watch?v=j_9rsnz01II&t=475.154s,,,
956,fucked,,worry for the last ship they will return to the better sleep head of shape nothing we do the fucked up very steep all are one of the heart so deep let me be a boxer shape its so true little bowl a little peep has found her sheep wondering near the leg,251,https://www.youtube.com/watch?v=kHSFpGBFGHY&t=2615.57s,,,
633,drug,together with this monster truck on your hey Ryan Ryan get out of your car thats cheating thats cheating,together with this monster drug on your mark get set go go go were gonna catch up were gonna catch up we accidentally hit something lets go lets go we get them here we get them here we get them here we get them oh we got him we got him over beating beating beating beating you ryan all right you can get out of your car thats cheating thats cheating,252,https://www.youtube.com/watch?v=XKzs_tQauYs&t=46.289s,,,
650,drug,are these oh lets swing lets paint some lets see its time to play bye bye red balloon come,are these heart all of it lets wayne paint paint lets paint some shapes flesh brush cash all over the place tony drug go go go frankie half top says hello uh huh what tony truck stop stop stop you left something on the road a bottle of bubble bath room for bubbles flying do me past hello buster come,253,https://www.youtube.com/watch?v=JJqpCKMoGlQ&t=1409.58s,,,
1982,shit,comes with some plant and a zombie Ryan this one yeah what does this do backwards,comes with some plant and a zombie this is cool then does it actually shoot this it does a few school shit oh i dropped it uh wah whoa that was fast i think i did it wrong look at this plan pushed you should have to do a little bit uh what i mean mm well ready oh strong with ryan but this is fun what does this do is backwards,254,https://www.youtube.com/watch?v=c3ju3WP2b3I&t=884.0s,,,
2013,shit,comes with some zombie this one yeah well does this to look backwards,comes with some plants and a zombie this is cool dang uh huh does it actually shoot yes it does if you school shit i dropped it way wow that was fast way i think i did it wrong look at this plant pushed you should have a little bit uh mm well ready oh strong as ryan but this is fun hello what does this do is backwards,258,https://www.youtube.com/watch?v=pYwYv24X2Vw&t=1374.53s,,,
1027,fucking,so excited with her idea shell get out come and save the day Buster so excited flying in the air,so excited with her idea shell try and use violence to get buster out of here when youre feeling stuck and you cant get on your way just call upon your good friends can come and see the day when youre feeling fucking you can get on your way to call upon your good friends to come and save the day come and save the day buster so excited flying in the air,259,https://www.youtube.com/watch?v=lQC2F5jcEsU&t=89.47s,,,
602,dope,,between you and me its gonna win no im gonna win im gonna make the burger faster than you do open it open and thats dope in it look l q everything sometimes its a mini burger yeah wow jeez youre cute i got to meet me so youre eating the meat tiny somehow theres,261,https://www.youtube.com/watch?v=Ju9a04k7uwk&t=2303.18s,,,
1852,rape,moved their dance cute never what are we playing today Buckelew this is with the Hexbug nano game it is the bug amount game bugs in the right spot,moved there it is cute and now hes eating his chocolate yeah i like chocolate see if it works and that thank you thank you i needed to it was trying to tell me what do we play today bug a loop this is with the hex bug nan on game it is the bug him out game them out what is that let me and you have a bug yeah you have the most around of bugs and in your rape spot,261,https://www.youtube.com/watch?v=ctIsrZrsmTw&t=544.29s,,,
1114,fucking,could hide but you wanna keep the genic over here sorry this ball why not,could hide mm okay yeah yeah jean mhm yeah mhm oh my call yeah mhm yeah but you wouldnt you can can you go from here mhm yeah mhm mhm mm no fucking more yes i got ahold travels yeah toki toki uh huh mark lack josh youre lying down petey dont hello yeah okay okay d l s d uh huh okay yeah mhm mm why not,262,https://www.youtube.com/watch?v=pw_wyEm8leI&t=89.90899999999998s,,,
1093,fucking,,cause one and 1 make two thats how old you are today too yeah happy happy back sure were not fucking you throw in a parade happy happy 1st day yeah sure you run with a happy birthday basketball thank you not everyone thank you mommy play oh sorry im i just needed,263,https://www.youtube.com/watch?v=A3PvVBaL_NE&t=1089.094s,,,
561,dick,so I also,so hot like this one mhm very beautiful guys from articles very this is santa when i show you that this is a way this is a bird this is a 10k this is a pass this is happy new year she aint said christian k she said trump and they just threw my dick no matter and so i also,264,https://www.youtube.com/watch?v=4Ncwmukw_-k&t=118.289s,,,
824,fuck,baking soda into the vinegar lets do it theyre doing good look that ones still going alright lets take the balloon when they pop off,baking soda into the vinegar lets do it 3 to 1 girl whoa thats blowing up thats big look at this got the big water how did this happen its not stopping i think its just im still going kid you come in there okay mhm youre stopping diane alone by yourself okay kids that one still going dream all right lets take the balloon out wow how oh wow mhm oh mhm fuck who when they pop off,266,https://www.youtube.com/watch?v=2J3fhKRvzrc&t=1006.269s,,,
